title	start	end	name	year
African-Americans in the Rural Midwest: The Origins and Evaluation of Beech and Roberts Settlements, c. 1760-1900	1760	1900	Stephen Vincent	1991
The Regionalist Movement in America, 1920-45	1920	1945	Robert Dorman	1991
Manhood and 'Civilization': American Debates about Race and Gender, 1880-1917	1880	1917	Gail Bederman	1992
Celebrating American Heroes: The Commemoration of George Washington, Abraham Lincoln, Theodore Roosevelt, and Thomas Jefferson, 1832-1943	1832	1943	C. Todd Stephenson	1993
An Ambivalent Utopia: William Cobbet and the United States, 1792-1875	1792	1875	Mary Jirgensons	1993
White Man's Revolution: North Carolina and the American Way of Race Politics, 1896-1901	1896	1901	Andrew Carlson	1993
Forgive Us Our Debts: Bankruptcy and Insolvency in America, 1763-1841	1763	1841	Barbara Mathews	1994
'A Revolution in Woman Herself': Northern Women Writers and the American Civil War, 1850-72	1850	1872	Lyde Sizer	1994
Labor Aloft: A Cultural History of Airline Flight Attendants in the United States, 1930-78	1930	1978	Suzanne Kolm	1995
Corporate Incentives for Managers in American Industry, 1900-40	1900	1940	John Landry	1995
From Whistle-Stops to Polispots: Political Advertising and Presidential Elections in the United States, 1948-80	1948	1980	Bernard Yamron	1995
Taming the Wild West: American Popular Culture and the Cold War Battles over East and West German National Identities, 1949-61	1949	1961	Uta Poiger	1995
Marches on Washington, 1894-1963: National Political Demonstrations and American Political Culture	1894	1963	Lucy Barber	1996
Making 'Moms' and 'Matriarchs': Dangerous Women, Race, and American Liberalism, 1930-65	1930	1965	Ruth Feldstein	1997
A Cultural History of Professional Women Artists in the United States, 1830-1930	1830	1930	Laura Prieto	1998
Reconstruction and Recollection: West German Industry and the Challenge of the Nazi Past, 1945-55	1945	1955	S. Jonathan Wiesen	1998
'The Gentlest, the most Polished, most Beautiful part of the creation': Men, Women, and Genteel Culture in the Early American Northeast, 1720-1800	1720	1800	Donna Curtin	1999
Letter Writing, Gender, and Class in America, 1750-1800	1750	1800	Konstantin Dierks	1999
Reclaiming the Past and Present: Women, Gender, Race, and the Construction of Historical Memory in America, 1880-1940	1880	1940	Julie Des Jardins	2000
The Permissive Turn and the Challenge to Bourgeois Values: Psychology, Secularization, and Sex in the United States, 1940-65	1940	1965	Alan Petigny	2003
American Icons: A Cultural History of Soldiers and Veterans, 1941-82	1941	1982	Andrew Huebner	2004
Creating the Nisei Market: Japanese American Consumer Culture in Honolulu, 1920-41	1920	1941	Shiho Imai	2005
A Nation of Immigrants: The Rise of 'Contributionism' in the United States, 1924-65	1924	1965	Robert Fleegler	2005
Entertaining America: Vaudeville and the Middle Ground of American Culture, 1865-1920	1865	1920	Richard Canedo	2007
Deserting Dixie: A History of Emigres, Exiles, and Dissenters from the American South, 1866-1925	1866	1925	Christopher Jones	2009
Shouting at the Rain: The Voices and Ideas of Right-Wing Anti-Communist Americanists in the Era of Modern American Conservatism, 1950-74	1950	1974	Samuel Brenner	2009
Breeding the Future: The American 4-H Movement and the Roots of the Modern Rural World, 1914-48	1914	1948	Gabriel Rosenberg	2011
The Wages of Empire: American Labor and Colonialism, 1895-1905	1895	1905	Kevin Hoskins	2012
In Search of the 'Racist White Psyche': Racism and the Psychology of Prejudice in American Social Thought, 1930-60	1930	1960	Jonathan Hagel	2012
The American State of Cuba: The Business of Cuba and US Foreign Policy, 1797-1825	1797	1825	Stephen Chambers	2013
Anglo-Spanish Relations in America in the Closing Years of the Colonial Era, 1763–74	1763	1774	Margaret Buchanan	1922
Some Aspects of British Diplomacy and Propaganda in the United States before the War of 1812	1812	1812	Josephine Fisher	1932
Puerto Rico and the United States, 1917-1933: A Failure of Imperial Tutelage	1917	1933	Truman Clark	1970
Rubber for Americans: The Search for an Adequate Supply of Rubber and the Politics of Strategic Materials, 1934-42	1934	1942	Gibson Smith	1972
Woman's Place Is In the War: Mobilization Propaganda and Public Images of Women in Germany and the United States, 1939-1945	1939	1945	Leila Rupp	1976
Tarsus American School, 1888-1988: The Evolution of a Missionary Institution in Turkey	1888	1988	Alan Bartholomew	1989
Broken Treaties: Indian Treaty Implementation in Canada and the United States, 1868-85	1868	1885	Jill St. Germain	2006
Canadian Army Procurement from the United States, 1945-64	1945	1964	Alexander Herd	2011
Native and Euro-American Women at the Congregational Mission, Fort Berthold Indian Reservation, North Dakota and Santee Sioux Indian Reservation, Nebraska, 1870s-1940s	1870	1870	Gretchen Albers	2012
The Relations of the United States and Mexico, 1848–60	1848	1860	James Rippy	1920
TheAmerican Occupation of New Mexico, 1821–52	1821	1852	Mary Carnes	1925
The United States and Chile: A Study in Diplomatic Relations, with Especial Emphasis on the Period of the Chilean Civil War of 1891	1891	1891	Osgood Hardy	1925
The United States and Hawaii, 1851–76: A Study in Diplomatic Relations	1851	1876	Osborne Hooley	1929
The Struggle for Nationality in Central America, 1810–25	1810	1825	Francis Stanger	1930
Korea and Her Relations with the United States before 1895	1895	1895	Harold Noble	1931
The United States and Europe, 1815–23: A Study in the Background of the Monroe Doctrine	1815	1823	Edward Tatum	1934
The Hispanic American Policy of John Quincy Adams, 1817–25	1817	1825	Kenneth Potter	1935
The Military Activities of the State of Texas in the American Civil War, 1861–65	1861	1865	Lewis Hale	1935
The Privateers of Buenos Aires, 1815–21: Their Activities in the Hispanic American Wars of Independence	1815	1821	Lewis Bealer	1935
Agricultural Pressure an Government Response in the United States: 1919–29	1919	1929	Alice Christensen	1937
The Use of the Colorado River in the United States, 1850–1933	1850	1933	Edwin Force	1937
The United States and the French Intervention in Mexico, 1861–67	1861	1867	George Malloy	1938
American Foreign Policy Incident to the Russian-Japanese War, 1904–05	1904	1905	Edgar Stewart	1938
The United States and the Problem of Recovery after 1893	1893	1893	Gerald White	1938
Recovery in the United States from the Depression of 1819–21	1819	1821	Thomas Greer	1938
The Territories and the United States, 1861–90: Studies in the Control of Dependencies	1861	1890	Earl Pomeroy	1940
Agricultural Labor in the United States 1865–1900, with Special Reference to the South	1865	1900	LaWanda Cox	1941
The National Strategy of the United States in the Pacific, 1897–1917: A Study in American Naval Policy	1897	1917	Outten Clinard	1942
The Military Policy of the United States, 1918–33: A Study of the Influence of World War I on Army Organization and Control	1918	1933	Ben Franklin	1943
Mexican Imperial Rule in Central America, 1821–23	1821	1823	Thomas Downey	1944
The Neo-Progressives: Re form Politics in the United States, 1920–25	1920	1925	James Shideler	1945
The United States Navy and Air Power: A History of Naval Aviation, 1920–34	1920	1934	Ashbrook Lincoln	1946
Diplomatic Relations between the United States and France, 1836–61	1836	1861	Henry Blumenthal	1949
Oil in Anglo-American Relations, 1920–28	1920	1928	Gertrude Gray	1950
Silver Politics in the United States, 1918–46	1918	1946	Everett Cooley	1951
A History of Mormon Missions in the United States and Canada, 1830–60	1830	1860	Samuel Ellsworth	1951
Bonds of Destiny: The United States and Cuba, 1848–61	1848	1861	Robert Leard	1953
Japan's Influence on American Naval Policies, 1922–31	1922	1931	Gerald Wheeler	1954
Robert Lansing and American Neutrality, 1914–17	1914	1917	Daniel Smith	1954
Republics in Conflict: Episodes in Franco-American Relations, 1848–51	1848	1851	Stanley Pinced	1954
State Politics and the Bank of America, 1920–34	1920	1934	Russell Posner	1956
Urban Reaction to the Great Depression in the United States, 1929–33	1929	1933	James Hannah	1956
The California Press and American Neutrality, 1914–17	1914	1917	Richard Rice	1957
Mexican Emigration to the United States, 1910–30	1910	1930	John Martinez	1957
Salvadorean Indigo and the Guate malan Merchants: A Study in Central American Socio-Economic History, 1750–1800	1750	1800	Troy Floyd	1959
The United States Senate, 1787–1801	1787	1801	Roy Swanstrom	1959
The Fundamentalist Movement in America, 1870–1920	1870	1920	Carroll Harrington	1959
Mexican Secret Agents in the United States, 1861–67	1861	1867	Robert Miller	1960
Count Johann von Bernstorff and German-American Relations, 1908–17	1908	1917	Ethel Tinnemann	1960
Admiral Mark L Bristol and Turkish-American Relations, 1919–22	1919	1922	Peter Buzanski	1960
The Chamber of Commerce of the United States and the Laissez-Faire Rationale, 1912–19	1912	1919	Galen Fisher	1960
The Emergence of the American University, 1865-1910: A Study in the Relations between Ideals and Institutions	1865	1910	Laurence Veysey	1961
The United States and International Arbitration, 1895-1912	1895	1912	Rais Khan	1962
United States Foreign Policy in the Indo-Pakistan Subcontinent, 1940-1955	1940	1955	Mohammed Khair	1962
American Scientific Exploration of Alaska, 1865-1900	1865	1900	Morgan Sherwood	1962
A Mirror for Nature: American Theater, 1800-1850	1800	1850	David Grimsted	1963
Behaviorism: John Broadus Watson and American Social Thought, 19131933	1913	1913	Lucille Birnbaum	1964
United States-Argentine Economic Relations, 1900-1930	1900	1930	James Ferrer	1964
The Negro in South Carolina during Reconstruction, 1861-1877	1861	1877	Joel Williamson	1964
Venezuela and the United States, 1810-1888	1810	1888	Benjamin Frankel	1964
American Diplomacy and the Spanish Civil War, 1936-1939	1936	1939	Richard Traina	1964
The Latin American Policy of Charles Evans Hughes, 1921-1925	1921	1925	George Navarrete	1964
The First American Military Occupation in Germany, 1918-1923	1918	1923	Keith Nelson	1965
Mexican Response to United States' Expansionism, 1841-1848	1841	1848	Dennis Berge	1965
The Origins and Foundation of the Psychoanalytic Movement in America, 1909-1914	1909	1914	Nathan Hale	1965
Timothy Pickering and American Foreign Policy, 1795-1800	1795	1800	Gerard Clarfield	1965
European Influences on the Awakening of the American Social Conscience, 1886-1904	1886	1904	Peter Frederick	1966
The Role of the Business Community in American Relations with Russia and Europe, 1920-1933	1920	1933	Joan Wilson	1966
The American Moralists: Academic Moral Philosophy in the United States, 1835-1880	1835	1880	Donald Meyer	1967
The Economic Cold War: American Business and Economic Foreign Policy, 1945-1950	1945	1950	Thomas Paterson	1968
The United States and the World Court, 1920-1927	1920	1927	Robert Accinelli	1968
The Travail of the American Peace Movement, 1887-1914	1887	1914	David Patterson	1969
The Emergence of Christian Science in American Religious Life, 1885-1910	1885	1910	Stephen Gottschalk	1969
The American Dream of Success and the Search for the Self, 1917-1955	1917	1955	Lawrence Chenoweth	1969
American Reactions to the Use of Atomic Bombs on Japan, 1945-1947	1945	1947	Michael Yavenditti	1970
The Modern Sphinx: American Intellectuals and the Machine, 1910-1940	1910	1940	Edward Paynter	1971
The Antislavery Appeal: American Abolitionism after 1831	1831	1831	Ronald Walters	1971
America's Colonial Desk and the Philippines, 1898-1934	1898	1934	Romeo Cruz	1972
Police Professionalism, 1890s-1960s: A Study of Ideas in American Policing	1890	1890	Nathan Douthit	1972
The United States Cultural Crusade in Mexico, 1938-1945; a Case Study in Person-to-Person Peacemaking	1938	1945	Kent Smith	1972
The French Navy and American Independence: Naval Factors in French Diplomacy and War Strategy, 1774-1780	1774	1780	Jonathan Dull	1972
America's Armed Vision: Soldiers, Weapons, and Violence 1870-1920	1870	1920	Thomas Leonard	1973
The Rights of Youth: The Impact of Student Revolt on American Higher Education 1798-1815	1798	1815	Steven Novak	1974
The Making of a Cold Warrior: James F Byrnes and American-Soviet Relations, 1945-1946	1945	1946	Robert Messer	1975
Images of the California Indians: American Attitudes toward the Indians of California, 1808-1873	1808	1873	James Rawls	1975
Thomas Macaulay and American Victorian Culture, 1840 to 1910	1840	1910	David Lundberg	1975
The Fulton Speech and the Iran Crisis of 1946: A Turning Point in American Foreign Policy	1946	1946	Fraser Harbutt	1976
Born to Lose: The American Gangster Film, 1912-1935	1912	1935	Eugene Rosow	1976
The Alcoholic Republic, America 1790-1840	1790	1840	William Rorabaugh	1976
The Continental Army in the American Mind: 1775-1783	1775	1783	Charles Royster	1977
A New Sign in the Heavens: The Gospel of Aviation and American Society, 1880-1950	1880	1950	Joseph Corn	1977
The Mexican Revolution and the United States, 1915-1917: The Impact of Conflict in the Tamaulipas-Texas Frontier upon the Emergence or Revolutionary Government in Mexico	1915	1917	James Sandos	1978
United States Policy toward Dictatorship and Democracy in Spain, 1936-1953: A Case Study in the Realities of Policy Formation	1936	1953	Juan Dura	1979
