title	start	end	name	year
Indigenous Political Culture and Eurasian Empire: Russia in Siberia in the 17th Century	0	0	Alexandra Haugh	2005
Itineraries for a Republic: Tourism and Travel Culture in Modern China, 1866-1954	1866	1954	Yajun Mo	2011
The Irish Question in Canada: Ireland, the Irish, and Canadian Politics, 1880-1922	1880	1922	David Shanahan	1989
Culture, Class, and Community: New Perspectives on the Klondike Gold Rush, 1896-1905	1896	1905	Charlene Porsild	1994
Memory, Identity, and the Challenge of Community among Ukrainians in the Sudbury Region, 1901-39	1901	1939	Stacey Zembrzycki	2008
A Vat Profile: Value Added Tax as a Candidate for the Federal Revenue System	0	0	Joyce Rebhun	1982
German Prisoner of War Camps in Virginia During World War II	0	0	Forrest Wall	1988
Reading the Social Landscape: A Lexicon of Rural Class in Western Pennsylvania, 1790-1860	1790	1860	Sonya Barclay	2008
The Kossuth Episode in America	0	0	Andor Leffler	1949
The Reelection of Abraham Lincoln	0	0	William Zornow	1952
A Social and Cultural History of Buffalo, New York, 1865–1901	1865	1901	Francis Walter	1958
Disraeli's Social Reforms, 1874-1880	1874	1880	Emerson Jacob	1961
The Career and Thought of Coluccio Salutati	0	0	Robert Bonnell	1964
The Administration of Subsistence in the Department of the Somme (1792-1795)	1792	1795	James Harkins	1965
The Florentine Oligarchy of the Late Trecento, 1393-1402	1393	1402	Anthony Molho	1965
James Harvey Robinson and the New History	0	0	Rae Rohfeld	1965
The United States Navy and the Suppression of the West African Slave Trade, 1819-1862	1819	1862	Earl McNeilly	1973
Aleksander Izvolskii and Russian Foreign Policy: 1910-1914	1910	1914	Robert Allshouse	1977
Propagating the Faith: Catholic Educational Policy Making in Post-Vatican II Cleveland	0	0	Maryann Janosik	1989
'In Those Days': African-American Catholics in Cleveland, 1922-1961	1922	1961	Dorothy Blatnica	1992
Periodicals and the Unwelcome Immigrants: Image of Chinese Americans during the Period, 1900-24	1900	1924	Shirley Tam	1998
Crisis in the Information Age? How the Information Explosion Threatened Science, Democracy, the Library, and the Human Body, 1945-99	1945	1999	Mark Bowles	1999
Caught 'Between Our Moral and Material Selves': Mississippi's Elite White 'Moderates' and Their Role in Changing Race Relations, 1945-56	1945	1956	Benjamin Sperry	2010
The Monumenta Germaniae Historica: Its Inheritance in Source-Valuation and Criticism	0	0	William Gamble	1927
Pontifica Americana: A Documentary History of the Catholic Church in the United States, 1784-1884	1784	1884	Donald Shearer	1933
French Catholic Missionaries in the Present United States (1604–1791)	1604	1791	Mary Mulvey	1936
Nativism in the Old Northwest, 1850–60	1850	1860	Mary Thomas	1936
A History of Third Parties in Pennsylvania, 1840–60	1840	1860	Mary Geary	1938
The Spiritual Life According to St. Isidore of Seville	0	0	Patrick Mullins	1940
American Catholic Records of World War I	0	0	Daniel Ryan	1941
American Opinion on the Kulturkampf, 1871–82	1871	1882	Mary Kolbeck	1942
The Venerable Bede: His Spiritual Teachings	0	0	Mary Carroll	1946
The Indian Policy of Portugal in the Amazon Region, 1614–93	1614	1693	Mathias Kiemen	1954
The Education of Alexis de Tocqueville: The Critical Years, 1848–51	1848	1851	Edward Gargan	1955
Frenchmen and Frankophiles in New Spain from 1760–1810	1760	1810	Jacques. Houdaille	1956
The Diplomatic Relations between the United States and Mexico, as Affected by the Struggle for Religious Liberty in Mexico, 1925–29	1925	1929	Mary Rice	1959
Organized Labor and Government in the Wilson Era, 1913-1921: Some Conclusions	1913	1921	John Smith	1962
The United States Consulate in the Bahamas during the American Civil War: A Study of Its Function within a Naval and Diplomatic Context	0	0	Frank Edwards	1968
Cistercians and Higher Education in the Late Middle Ages with a Special Reference to Heidelberg	0	0	Justina Grothe	1976
Ralph of Coggeshall's Chronicon anglicanum: An Investigative Analysis	0	0	Guy Hartcher	1979
The Religious Roots of Non-Violence in Twentieth Century America	0	0	Joseph McMahon	1981
From Protection to Promotion: The Politics of British Agriculture in the Age of Laissez-Faire, 1846-1914	1846	1914	Robin Rohrer	1985
Law Enforcement in Spanish East Florida, 1783-1821	1783	1821	John Matthews	1987
National Identity and Nationalism in Medieval Ireland, 1215-1415	1215	1415	Thomas Finan	2001
Influential Spirits: The Children's Progressive Lyceum, 1860-1910	1860	1910	Jennifer Dowie	2011
The Cumberland National Road as a Union-Making Factor	0	0	Edwin Sparks	1900
The Nootka Sound Controversy	0	0	William Manning	1904
The Panic of 1837	1837	1837	Reginald McGrane	1915
The Commerce of Southern France from 1100–1450	1100	1450	Norman Parker	1916
Some Aspects of the Economic History of Virginia in the Eighteenth Century	0	0	Francis Tschan	1916
The Conflict of Humanitarianism and Reasons of State in the Youth of Frederick the Great	0	0	Walter Dorn	1925
The Influence of the New England Clergy upon the Constitutional Doc trine of the American Revolution	0	0	Alice Baldwin	1926
Horace Greeley, the Tribune, and the Civil War	0	0	Ralph Fahrney	1929
Calendar Reform in the Thirteenth Century	0	0	Mary Welborn	1932
Archbishop Hughes and the Civil War	0	0	Rena Andrews	1933
The Revolutionary Movement in Georgia, 1763–77	1763	1777	Marjorie Daniel	1935
The Central Y.M.C.A. Schools of Chicago: A Study in Urban History	0	0	Frederick Dunn	1940
The Impact of the Far East of the United States, 1840-60.	1840	1860	Myrl Young	1951
Agricultural Education in Massachusetts, 1792–1867.	1792	1867	Thomas Dunlea	1953
The Chicago Labor Movement, 1874–96: Its Philosophical Bases.	1874	1896	David Behan	1953
Kansas and the Homestead Act, 1862–1905.	1862	1905	Lawrence Lee	1957
The Domestic Revival in Eng lish Architecture.	0	0	David Watson	1957
William Augustus Muhlenberg: Pioneer Urban Church Leader.	0	0	Alvin Skardon	1960
Tanganyika, 1890-1914: Selected Aspects of German Administration	1890	1914	H. William Rodemann	1961
A Machine is Born: Simon Cameron and Pennsylvania, 1862-1873	1862	1873	Brooks Kelley	1961
Health and the State in Great Britain, 1865-1909: A Study in the Origins of the Welfare State	1865	1909	James O'Neill	1961
Defense of the Northern Frontier in Ming China: Especially the ChiChou Area Northeast of Peking, 1569-1583	1569	1583	Robert Thompson	1962
A Riot in Bombay, August 11, 1893: A Study in Hindu-Muslim Relations in Western India during the Late Nineteenth Century	1893	1893	S. Krishnaswamy	1966
Edwards, Jerome E. Foreign Policy Attitudes of the Chicago Tribune, 1929-1941	1929	1941	Jerome Edwards	1966
Kuhlmann or Ludendorff? Failure of a Bureaucracy, 1917-1918	1917	1918	Nancy Craven	1969
Expecting the Barbarians: Race Relations and Social Control, Detroit, 1915-1925	1915	1925	David Levine	1970
General Sikorski, Poland, and the Soviet Union, 1939-1943	1939	1943	William Couch	1970
Trade at the Canary Islands in the Seventeenth Century	0	0	George Steckley	1972
Hans Delbruck: Military Historian	0	0	Arden Bucholz	1972
Texas on the Road to Secession	0	0	Joe Timmons	1973
Oligarchy and Foreign Enterprise in Porfirian Chihuahua, Mexico, 1876-1911	1876	1911	Mark Wasserman	1975
Santa Lucia 1576-1767: A Jesuit Hacienda in Colonial Mexico	1576	1767	Herman Konrad	1975
Austrian Economic Policy in Galicia, 1772-1790	1772	1790	Ewa Bacon	1975
Jean Baptiste René Robinet and the Philosophy of Nature in the French Enlightenment	0	0	Terence Murphy	1975
Corpus Christi: A Study in Medieval Eucharistic Theory, Devotion, and Practice	0	0	Dennis Devlin	1975
Fancy's Show Box: Performance in the Republic, 1790-1866	1790	1866	Barbara Whitehead	1976
The Anglican Left: Radical Social Reformers in the Church of England and the Protestant Episcopal Church, 1846-1954	1846	1954	Bernard Markwell	1977
Church, University, Enlightenment: The Moderate Literati of Edinburgh, 1720-1793	1720	1793	Richard Sher	1979
Women with Missions: Varieties of College Life in the Progressive Era	0	0	Lynn Gordon	1980
Noblesse Oblige: Charity and Cultural Patronage in Chicago, 1849 to 1929	1849	1929	Kathleen McCarthy	1980
Rulers and Merchants in Late Eighteenth-Century Bengal	0	0	David Curley	1981
The International Workers Order: A Unique Fraternal Body	0	0	Thomas Walker	1982
The Origins of the European View of West Africa in the Literature of Travel and Description 1450-1750	1450	1750	Arthur Featherstonhaugh	1983
Law and Economics in Interwar Vienna: Kelsen, Mises, and the Regeneration of Austrian Liberalism	0	0	Paul Silverman	1984
Popular Culture in Urban India: The Artisans of Banaras, c.1884-1984	1884	1984	Nita Kumar	1984
Determinants of Collective Identity in Rus', 988-1505 	988	1505	Edward Reisman	1987
The Dean and Chapter of York Minster, 1558-1603	1558	1603	Paul Vieson	1987
Diplomacy of Illusion: China's Quest for Anti-Japanese Alliances, 1931-1941 	1931	1941	You-Li Sun	1989
The Ikhwan Movement of Najd, Saudi Arabia	0	0	Abdulla Zaid	1990
From Benevolence to Business: Rockford Memorial Hospital in the History of American Hospitals	0	0	James Monahan	1990
An Agrarian Republic: Production, Politics, and the Peasantry in El Salvador, 1740-1920	1740	1920	Aldo Lauria-Santiago	1992
Bureaucracy and Affliction: The World of German Social Insurance and the Birth of the Social State, 1884-1929	1884	1929	Greg Eghigian	1993
The Moderate Liberalism of Ernst Troeltsch: A Reconsideration of the Crisis of German Liberalism	0	0	Joanne Miyang Cho	1993
Population and Power: The Religious Debate over Contraception, 1916-36	1916	1936	Kathleen Tobin	1994
Imagining History: Discourses of Cultural Politics in Japan, 1930s and 1960s	1960	1960	Yoshikuni Igarashi	1994
Narrating China: Western Travelers in the Middle Kingdom after the Opium War	0	0	Sybille Fritzsche	1995
Nationalist Discourse in Modern Korea: Minjok as a Democratic Imaginary	0	0	Henry Em	1995
The Future of the Japanese Colonial Empire, 1914-31	1914	1931	Michael Schneider	1996
Prostitution, Revolution, and Social Reform in Mexico City, 1918-40	1918	1940	Katherine Bliss	1996
Yoshisuke Ayukawa and U.S.-Japan Business and Diplomatic Relation? Nissan, Manchuria, and America, 1937-52	1937	1952	Haruo Iguchi	1996
Chinese Migrants among Ghosts: Chicago, Peru, and Hawaii in the Early 20th Century	0	0	Adam McKeown	1997
Zouping, 1911-49: A Social and Political History	1911	1949	Zhijia Shen	1997
The Colonial Armies of the French Third Republic: Overseas Formation and Continental Deployment, 1871-1920	1871	1920	William Dean	1999
Between Crown and Commerce: Architecture and Urbanism in 18th-Century Bordeaux	0	0	Stephanie Whitlock	2001
Slaughter in the City: The Establishment of Public Abattoirs in Paris and Berlin, 1780-1914	1780	1914	Dorothee Brantz	2003
Revolutionary Politics, Nationhood, and the Problem of American Citizenship, 1787-1804	1787	1804	Douglas Bradburn	2003
Oil Revolution and Agrarian Society in Northern Veracruz: Manuel Peláez and Rural Life in the 'Golden Lane,' 1910-28	1910	1928	Ana Serna Rodríguez 	2005
Spiritual Arborescence: The Meaning of Trees in Late Medieval Devotion	0	0	Sara Ritchey	2005
The Enemy of My Enemy: Indian Nationalism's Effect on Egyptian Nationalism, 1907-30	1907	1930	Noor-aiman Khan	2006
'Color-Line' Barbers and the Emergence of a Black Public Space: A Social and Political History of Black Barbers and Barber Shops, 1830-1970	1830	1970	Quincy Mills	2006
Mixed Media: Newspaper Ownership of Radio in American Politics and Culture, 1920-52	1920	1952	Michael Stamm	2006
'There Will Not Be Orphans among Us': Soviet Orphanages, Foster Care, and Adoption, 1941-56	1941	1956	Rachel Green	2007
Political Amnesty in Brazil, 1889-1979	1889	1979	Ann Schneider	2008
England under Obligation: The Development of Statecraft in the Reign of Henry VII	0	0	Mark Horowitz	2008
Ottoman Modernity and Its Discontents in Rumeli: The Politics of Christian and Muslim Notables in Ottoman Bulgaria, 1750-1838	1750	1838	Tolga Esmer	2009
Fighting for Free Information: American Democracy and the Problem of Press Freedom in a Totalitarian Age, 1920-50	1920	1950	Samuel Lebovic	2011
Selling Paris: The Real Estate Market and Commercial Culture in the Fin-de-siècle Capital	0	0	Alexia Yates	2011
Emancipating the Child Laborer: Children, Freedom, and the Moral Boundaries of the Market in the United States, 1853-1938	1853	1938	Marjorie Wood	2011
Cultivating a New World: Agrarian Internationalism in the Upper Midwest, 1919-50	1919	1950	Peter Simons	2012
Simon of St. Quentin and the Dominican Mission to the Mongols, 1245-1248	1245	1248	Gregory Guzman	1968
The Quest for Collective Improvement: Cincinnati Workers, 1893-1920	1893	1920	Barbara Musselman	1975
The Eclipse of Canadian Nationalism: Economic Nationalism, Continental Integration, Provincial Allegiances, and the Federal Idea in Canada, 1919-1939	1919	1939	Colin Howell	1976
The Social Unit Organization: A Case Study in Community and the American System	0	0	Patricia Mooney-Melvin	1978
The Greek Hegemony of Antigonos II Gonatas	0	0	Janice Gabbert	1982
The Survival of an Ethnic Community: The Cincinnati Germans, 1918-1932	1918	1932	Don Tolzmann	1983
A Right to Childhood: A History of the children's Bureau, 1912-35	1912	1935	Kriste Lindenmeyer	1991
The War that Never Came: Civilian Defense, Mobilization, and Morale during World War II	0	0	Robert Miller	1991
The Uneasy Alliance: The Work of Bengali and British Women Medical Professionals in Bengal, 1870-1935	1870	1935	Chandrika Paul	1997
'War upon Our Borders': War and Society in Two Ohio River Valley Communities, 1861-65	1861	1865	Stephen Rockenbach	2005
The Watery World: The Country of the Illinois, 1699-1778	1699	1778	Morgan McFarland	2005
Hiram W. Johnson: The California Years, 1911-1917	1911	1917	Spencer Olin	1965
The Crowninshield Family in Business and Politics, 1790-1830	1790	1830	Gordon Ross	1965
Protecting American Commerce and Neutrality: The Global Gunboat Diplomacy of the Old Navy, 1877-1889	1877	1889	Kenneth Hagan	1970
The Beef Trust: Anti-trust Policy and the Meat Packing Industry, 1902-1922	1902	1922	David Gordon	1983
The Lesson of Rome: Machiavelli's Theory of Mixed Government in the Discorsi	0	0	Russell Dees	1985
Karl Marx and His Legacy: A Contribution to the Fundamental Issues of Marxist Thought	0	0	Richard Sneider	1990
Revising the Republic: Popular Perceptions of Constitutional Change during the Civil War and Reconstruction	0	0	John Lloyd	2000
None Else of Name: The Origin and Early Development of the U.S. National Cemetery System	0	0	Kelsey Cass	2001
Facing German Jewish Women's Suicide: Disciplinary Foundations and Visual Culture, 1815-1943	1815	1943	Darcy Buerkle	2001
Turkish Nationalism during the Cold War: The Turkish-Islamic Synthesis	0	0	Tamar Balci	2008
The Recognition Policy of the United States in Central America since 1907.	1907	1907	Mary Stewart	1933
The Life and Politics of Henri, Comte de Paris.	0	0	Samuel Osgood	1953
LaCroix and the Ralliement.	0	0	Raymond Marion	1957
