title	start	end	name	year
Mexican Petroleum and United States-Mexico Relations, 1919-23	1919	1923	Donald Baldridge	1971
Warden for the Union: General William Hoffman (1807-84)	1807	1884	Leslie Hunter	1971
Sonora in the Age of Ramon Corral, 1875-1900	1875	1900	Delmar Beene	1972
The United Nations and the Palestinian Refugees: An Analysis of the United Nations Relief and Works Agency for Palestine Refugees in the Near East, 1 May 1950-30 June 1971	1950	1971	Gama Abid	1972
Japan's Educational Policy in Korea, 1905-30	1905	1930	Hung Kyu Bang	1972
Hiram W. Johnson and American Foreign Policy, 1917-41	1917	1941	Howard DeWitt	1972
Social and Educational Thought in the Development of the Republic of Panama, 1903-46: An Intellectual History	1903	1946	Donald DeWitt	1972
Richard Peters (c. 1704-76): Provincial Secretary of Pennslyvania	1704	1776	Joseph Fairbanks	1972
The San Carlos Indian Reservation, 1872-1886	1872	1886	John Harte	1972
The Republican Party in California, 1856-68	1856	1868	Gerald Stanley	1973
The Anti-Chinese Campaigns in Sonora, Mexico, 1900-31	1900	1931	Leo Jacques	1974
Mori Kaku, 1883-1932: A Political Biography	1883	1932	Lynn Triplett	1974
Slave State Republicans in Congress, 1861-77	1861	1877	Philip Avillo	1975
Chinese, Missionary and International Efforts To End the Use of Opium in China, 1890-1916	1890	1916	Kathleen Lodwick	1976
Japanese Mass Organizations in Manchuria, 1928-45: The Ideology of Racial Harmony	1928	1945	David Egler	1977
The Scientific Career of A. E. Douglass, 1874-1962	1874	1962	George Webb	1978
The Revolution of 1848 in Colombia	1848	1848	Jay Grusin	1978
The Public Career of Edward Fitzgerald Beale, 1845-93	1845	1893	Gerald Thompson	1978
Abd al-Nasir's Egypt and the Soviet Union: An Egyptian View, 1952-70--The Impact of Differences between Arab Socialist and Marxist-Leninist Ideologies	1952	1970	Mahmoud Kabbara	1981
Historiography and Statecraft in 18th-Century China: The Life and Times of Chao (1727-1814)	1727	1814	Quinton Priest	1982
Ecuador under Gran Colombia, 1820-30: Regionalism, Localism, and Legitimacy in the Emergence of an Andean Republic	1820	1830	Roger Davis	1983
General William Selby, Frontier Soldier, 1800-89	1800	1889	George Adams	1983
Jacome's Department Store: Business and Culture in Tucson, Arizona, 1896-1980	1896	1980	June Webb-Vignery	1985
America's Athletic Missionaries: The Olympic Games and the Creation of a National Culture, 1896-1936	1896	1936	Mark Dyreson	1989
A Conspiracy of Optimism: Sustained Yield, Multiple Use, and Intensive Management on the National Forests, 1945-1991	1945	1991	Paul Hirt	1991
Civil war and Reconstruction in the Yazoo Mississippi Delta, 1863-75	1863	1875	Lee Williams	1992
Learning to Heal: The Medical Profession in Colonial Mexico, 1767-1831	1767	1831	Luz María Hernandez-Saenz	1993
For Family, God, and Country: The Mexican Right and the Political Culture of a Revolutionary State, 1929-40	1929	1940	John Sherman	1994
Fighting Sprawl and City Hall: Resistance to Urban Growth in the Southwest, 1945-65	1945	1965	Michael Logan	1994
Domesticating Universal Brotherhood: Feminine Values and the Construction of Utopia, Point Loma, Homestead, 1897-1920	1897	1920	Penny Waterstone	1995
A Champion for the Disaffected: Ross Perot's 1992 Presidential Crusade	1992	1992	Alan Broussard	1995
'No More Interference': The Response of Chinese Intellectuals to United States China Policy, 1945-50	1945	1950	Hong Zhang	1996
Shades of Grey: The Euthanasia Controversy and the Rights of the Conscious and Rational Terminally Ill Adult Patient as Seen in Popular American Magazines, 1896-1976	1896	1976	Gail Wallen	1996
Contentious Voices among the Order: The Porfirian Press in Mexico City, 1876-1911	1876	1911	Phyllis Smith	1996
Fighting the Fascist Option in the Great Depression: Raymond Swing, Dale Carnegie and the Cultural History of the Specter of Fascism in the 1930s United States	1930	1930	John Krueckeberg	1997
Que Son Los Ninos: Mexican Children along the U.S.-Mexico Border, 1880-1930	1880	1930	Yolanda Leyva	1997
Crime and the Administration of Criminal Justice in Buenos Aires, Argentina, 1785-1853	1785	1853	Osvaldo Barrenche	1997
When Pawnshops Talk: Popular Credit and Material Culture in Mexico City, 1775-1916	1775	1916	Marie Francois	1998
Between Revolution, Power and Liberty: Continuity and Change in Family, Gender, and Society in Buenos Aires, Argentina, 1776-1870	1776	1870	Jeffrey Shumway	1999
Re-Mapping the Nation: Road Building as State Formation in Post-Revolutionary Mexico, 1925-40	1925	1940	Wendy Waters	1999
The Serbian Great Migration: Serbs in the Chicago Region, 1880s-1930s	1880	1880	Peter Alter	2000
People Above Scenery: The Struggle over the Grand Canyon Dams, 1963-68	1963	1968	Byron Pearson	2000
A Poor Woman Wants a Permit to Go to Almshouse: Women, Gender and Poverty in New York's Burned Over District, 1821-61	1821	1861	Sherri Cash	2001
Battle in the Sky: A Cultural and Legal History of Sex Discrimination in the United Sates Airline Industry, 1930-83	1930	1983	Cathleen Dooley	2001
The Accidental Tourist: Wilfrid Scawen Blunt, Islamic Reform, and the British Invasion of Egypt in 1882	1882	1882	Michael Berdine	2001
Sinaloa during the Restored Republic, 1867-77	1867	1877	Rigoberto Benitez	2001
'We Are a Neglected Set': Masculinity, Mutiny, and Revolution in the Royal Navy of 1797	1797	1797	Jeffrey Glasco	2001
Pyramids by Day, Martinis by Night: The Development and Promotion of Mexico's Tourism Industry, 1928-46	1928	1946	Dina Berger	2002
Savages, Sinners, and Saints: The Hawaiian Kingdom and the Imperial Contest, 1778-1839	1778	1839	Jennifer Fish Kashay	2002
A Social Experiment in Greenbelt, Maryland: Class, Gender, and Public Housing, 1935-54	1935	1954	Jennifer Kerns-Robison	2002
Stuck in the Sixties: Conservatives and the Legacies of the 1960s	1960	1960	George Rising	2003
Breeding Up the Human Herd: Gender, Race, Class, and Eugenics in Illinois, 1890-1940	1890	1940	Michael Rembis	2003
Families in the Courtroom: Law, Community, and Gender in Northwestern Mexico, 1800-50	1800	1850	Laura Shelton	2004
Among and Between Women: Califia Community, Grassroots Feminist Education, and the Politics of Difference, 1975-87	1975	1987	Clark Pomerleau	2004
Representing Revolution: The Mexican Congress, 1917-34	1917	1934	Glenn Avent	2004
Between Ghetto and State: Religious Policy, Liberal Reform, and Jewish Corporate Politics in Piedmont, 1821-31	1821	1831	Deborah Kaye	2004
The Height of Its Womanhood: Women and Gender in Welsh Nationalism, 1847-1945	1847	1945	Jodie Kreider	2004
Television in the Tropics: Mexico and Brazil, 1950-70	1950	1970	Celestine  Gonzalez de Bustamante	2005
Sertoes Temerosos (Menacing Backlands): Honor, Gender, and Violence in a Changing World, Ceara, Brazil, 1845-89	1845	1889	Martha Santos	2005
Competition and Survival among Rio De Janeiro's Artisans, 1850-1920	1850	1920	Tracy Alexander	2005
Negotiations of Power: Tribal-State Relations in the 1970s Deep South	1970	1970	Denise Bates	2006
City of Spectacles: Gender Performance, Revolutionary Reform, and the Creation of Public Space in Mexico City, 1915-39	1915	1939	Ageeth Sluis	2006
Resources, Communities, and Conservation: The Creation of National Parks in Revolutionary Mexico under President Lazaro Cardenas, 1934-40	1934	1940	Emily Wakild	2007
Popularizing Early Egyptian Nationalism: Mass Culture, Media Capitalism, and Colloquial Egyptian Culture, 1870-1919	1870	1919	Ziad Fahmy	2007
Mines, Massacres, and Memories: Colorado Fuel and Iron's Creation of a Company in Southern Colorado, 1880-1919	1880	1919	Fawn-Amber  Montoya	2007
Children of the Revolution: Constructing the Mexican Citizen, 1920-40	1920	1940	Elena  Albarrán	2008
Identity, Power, and Social Interaction of the Pulquerios in Mexico City during the Liberal Republic, 1857-1910	1857	1910	Maria Toxqui	2008
A Social History: Mexican Railroads, 1876-1900	1876	1900	Michael Matthews	2008
Gladiolas for the Children of Sanchez: Revolutionary Rhetoric and Urban Renewal in Mexico City, 1946-68	1946	1968	Rachel Villarreal	2008
Sober Revolutionaries: Ethnicity, Class, and Gender in the Anti-Alcohol Campaigns in Jalisco, Oaxaca, and Sonora, Mexico, 1910-40	1910	1940	Gretchen Pierce	2008
The Orange Proletariat: Valencian Citrus Workers, 1781-1936	1781	1936	Julia Hudson-Richards	2008
Son Tan Mexicanos Como Nosotros: The First National Congress in Indigenous Peoples of Mexico and the Politics of Indigenismo, 1940-80	1940	1980	Maria Munoz	2009
Political Power, Patronage, and Protection Rackets: Municipal Politics and Corruption in Denver, 1889-1904	1889	1904	Jane Haigh	2009
Servants of the Nation: The Military, Masculinity, and Modernity in the Making of Mexico, 1876-1910	1876	1910	Stephen Neufeld	2009
Into the Storm: American Covert Involvement in the Angolan Crisis and Civil War, 1974-76	1974	1976	Shannon Butler	2009
The Cadaverous City: The Everyday Life of the Dead in Mexico City, 1875-1930	1875	1930	Amanda Lopez	2010
La Politica del Buen Amigo: Mexican-Latin American Relations during the Presidency of Lazaro Cardenas, 1934-40	1934	1940	Amelia Kiddle	2010
Crossing Borders, Erasing Boundaries: Inter-Ethnic Marriages in Tucson, 1854-1930	1854	1930	Salvador Acosta	2010
The Indians Would Be Too Near Us: Indians and Paths of Disunion in the Making of Kansas, 1848-65	1848	1865	Luke Ryan	2010
Employers, Unite? Organized Business Responses to the Rise of Labor Unions in the United States, 1900-17	1900	1917	Vilja Hulden	2011
Fortunate Sons of the Revolution: Miguel Aleman and Civilian Rule in Mexico, 1946-52	1946	1952	Ryan Alexander	2011
The Chilean Popular Front Presidency of Pedro Aguirre Cerda, 1938-41	1938	1941	Richard Super	1975
The German Social Democratic Party and the League of Nations during the Weimar Republic, 1918-33	1918	1933	Vincent Sheridan	1975
Phoenix, Arizona: Central City of the Southwest, 1870-1920	1870	1920	Geoffrey Mawn	1979
Accomodation and Innovation: The Gazeta de Mexico, 1784-1810	1784	1810	Patricia Adank	1980
The MNR Party and the Villrroel Administration, 1943-46	1943	1946	Joseph Holtey	1980
Republic to Monarchy: The Impact of the 21 Demands Crisis on the Yüan Shih-K'ai Presidency, 1914-15	1914	1915	Oris Friesen	1982
Jewish Pioneers in Arizona, 1850-1920	1850	1920	Blaine Lamb	1982
Phoenix, Arizona, 1920-40	1920	1940	Michael Kotlanger	1983
Lord Cowdray's Interests in Mexico, 1889-1919	1889	1919	Jess Knoblauch	1985
British Women in the National Association for the Promotion of Social Science, 1857-86	1857	1886	Carol Martel	1986
Sturmabteilungen to Freikorps: German Army Tactical and Organizational Development, 1914-18	1914	1918	Norman Kincaide	1989
The Rise of the Southeastern Salt River Valley: Tempe, Mesa, Chandler, Gilbert, 1871-1920	1871	1920	Larry Simkins	1989
Challenge from the Left: The Socialist Press and the Progressive Reform Movement, 1900-17	1900	1917	Janice Miller	1989
Ernest W. McFarland: Southwestern Progressive, The United States Senate Years, 1940-52	1940	1952	James McMillan	1990
Are These Our Daughters? The Image of Female Adolescence in Film, 1920-70	1920	1970	Georgette Scheiner	1990
Literacy Policies and Programs in Mexico, 1920-58	1920	1958	Elaine Lacy	1991
'...To Preserve Peace on the Frontiers': Indian Depredation Claims and Native American Policy, 1796-1920	1796	1920	Larry Skogen	1993
Tending Children, Chickens, and Cattle: Southern Arizona Ranch and Farm Women, 1910-1940	1910	1940	Mary Melcher	1994
Native American Women and Community Work in Phoenix, 1965-80	1965	1980	Päivi Hoikkala	1995
Arizona and the Politics of Statehood, 1889-1912	1889	1912	Mark Pry	1995
Cherokee and American: Ruth Muskrat Bronson, 1897-1982	1897	1982	Gretchen Harvey	1996
The School of the Hills: American Indians and the Rapid City Indian School, 1898-1933	1898	1933	Scott Riney	1996
The Origins of Race Relations in Los Angeles, 1820-80: A Multi-Ethnic Study	1820	1880	Lawrence Guillow	1996
A Socioeconomic Portrait of Jerome, Arizona, 1877-1935	1877	1935	Thomas Dorich	1996
The Forgotten Years: The Missing History of Indonesia's Mass Slaughter, Jombang-Kediri, 1965-66	1965	1966	Hermanwan Sulyisto	1997
The Churchill Legend in the United States, 1940-65	1940	1965	Jonathan Sikorsky	1997
A History of the Arizona Health Care Cost Containment System Policy: AHCCCS as a Medicaid Alternative, 1981-87	1981	1987	Dennis Preisler	1998
Japanese Immigration and Community Building in the Interior West, 1882-1945	1882	1945	Eric Walz	1998
The Triumph of Intolerance: Fr. John Creagh and the Limerick Pogrom of 1904	1904	1904	Timothy Crain	1998
Every Home a Laboratory: Arizona Farm Women, the Extension Service, and Rural Modernization, 1932-52	1932	1952	Amy Ross	1998
The Politics of Dunes, Redwoods, and Dams: Arizona's 'Brothers Udall' and America's National Parklands, 1961-69	1961	1969	James Bailey	1999
'Stalwart and Unafraid': The Emergence of a Modern Shoshone-Bannock Community at Fort Hall, 1867-1939	1867	1939	John Heaton	1999
Comanche Society, 1706-1850	1706	1850	Gerald Betty	1999
Shades of Red and White: The Life and Political Career of Ji Chaoding, 1903-63	1903	1963	Greg Lewis	1999
Hidden Cosmos: The Life-Worlds of Polish Immigrants in Two Minnesota Communities, 1875-1925	1875	1925	John Radzilowski	1999
Fickle Friends: Copper and Community in Globe, Arizona, 1900-30	1900	1930	Mary Stitt	1999
Diamonds in the Desert: Professional Baseball in Arizona and the Desert Southwest, 1915-58	1915	1958	Jeb Rosebrook	1999
The Western Coal Industry in the Era of Expansion, 1868-1913	1868	1913	David Wolff	2000
Desert Metropolis: Image Building and the Growth of Phoenix, 1940-65	1940	1965	Matthew McCoy	2000
The Good Life the Hard Way: The Mexican American Community of Fort Stockton, Texas, 1930-45	1930	1945	Sr. Maria Flores	2000
Protecting 'Mexico De Afuera': Mexican Emigration Policy, 1876-1928	1876	1928	Jaime Aguila	2000
A Woman for a Woman's Job: Arizona Women in Politics, 1900-50	1900	1950	Heidi Osselaer	2001
A Nascent Federalism: Federal Urban Relations, Public Housing, Phoenix, Arizona, and San Diego, California, 1933-49	1933	1949	Bruce Zachary	2001
Social Scientists and the National Research Project: A Study of Technological Displacement, 1935-44	1935	1944	Melanie Sturgeon	2001
Changing Paces: Navajos in Flagstaff, 1930-70	1930	1970	Carol Behl	2001
Kräshen Apostasy: Popular Religion, Education, and the Contest over Tatar Identity, 1856-1917	1856	1917	Agnès Kefeli-Clay	2001
Mormon-Indian Relations in Deseret: Intermarriage and Indenture, 1847-77	1847	1877	Richard Kitchen	2002
Leading British Periodicals on East Asia, 1870-1911	1870	1911	Kathryn Lynass	2002
Forging an Indigenous Future: The Nez Perces, 1893-1934	1893	1934	Elizabeth James	2002
Manhood in the Age of Aquarius: Masculinity in Two Countercultural Communities, 1965-83	1965	1983	Timothy Hodgdon	2002
Creating an Enchanted Land: Curio Entrepreneurs Promote and Sell the Indian Southwest, 1880-1940	1880	1940	Kathleen Howard	2002
